classifier,ngram,log_buckets,num_hashes,fold,recall_at_fpr_001,recall_at_fpr_0001,auc,recall_at_prec_99,recall_at_prec_95,brier_score
CountMin,2,12,2,4,0.136246,0.0156401,0.902354,0.000765882,0.694171,0.18702
CountMin,2,14,2,0,0.20063,0.0172337,0.92498,0.00452032,0.802599,0.158094
CountMin,2,14,2,1,0.175575,0.0131812,0.920741,0.00249156,0.800595,0.159449
CountMin,2,14,2,2,0.211826,0.0235007,0.923754,0.00112099,0.805989,0.163422
CountMin,2,14,2,3,0.175368,0.0149808,0.924183,0,0.803675,0.156083
CountMin,2,14,2,4,0.182844,0.0191874,0.920883,0.00431312,0.786198,0.161205
CountMin,2,16,2,0,0.252977,0.0303507,0.937096,0.00064576,0.858417,0.133546
CountMin,2,16,2,1,0.256872,0.0289744,0.933192,0.00269249,0.847372,0.136387
CountMin,2,16,2,2,0.270358,0.0200977,0.934888,0.00132116,0.85171,0.13973
CountMin,2,16,2,3,0.236099,0.015748,0.934672,0.000242277,0.854553,0.132842
CountMin,2,16,2,4,0.24742,0.027733,0.932992,0.000644953,0.84638,0.137125
CountMin,2,18,2,0,0.287404,0.0270008,0.948449,0.00347096,0.903136,0.102202
CountMin,2,18,2,1,0.333829,0.0345202,0.947209,0.00562611,0.899453,0.104377
CountMin,2,18,2,2,0.347386,0.0347906,0.949036,0.00084074,0.902634,0.105491
CountMin,2,18,2,3,0.27131,0.0307289,0.945949,0.00528972,0.900464,0.101882
CountMin,2,18,2,4,0.277451,0.0305144,0.946217,0.0152773,0.900274,0.103984
CountMin,2,20,2,0,0.297413,0.0364855,0.960996,0.0129152,0.944263,0.0671877
CountMin,2,20,2,1,0.329449,0.0343996,0.959124,0.00964475,0.942493,0.0680837
CountMin,2,20,2,2,0.348747,0.0530467,0.961021,0.00408359,0.944551,0.0675503
CountMin,2,20,2,3,0.254593,0.0314961,0.957912,0.00847971,0.942782,0.0678557
CountMin,2,20,2,4,0.335819,0.033336,0.959735,0.0176153,0.942841,0.0683813
CountMin,2,10,3,0,0.125439,0.0114622,0.860564,0.00133188,0.474392,0.255882
CountMin,2,10,3,1,0.105208,0.00908214,0.859625,0,0.496584,0.246644
CountMin,2,10,3,2,0.122828,0.0123309,0.859009,0.00316278,0.490512,0.258182
CountMin,2,10,3,3,0.108621,0.0159095,0.862176,0.000686453,0.0534222,0.241496
CountMin,2,10,3,4,0.107183,0.010803,0.8575,0.000443405,0.448887,0.254949
CountMin,2,12,3,0,0.156839,0.00900028,0.899883,8.072e-05,0.680551,0.207556
CountMin,2,12,3,1,0.141416,0.0139045,0.89709,0.002371,0.688354,0.20477
CountMin,2,12,3,2,0.14825,0.018176,0.898856,0.000200176,0.690327,0.213539
CountMin,2,12,3,3,0.140925,0.013931,0.899664,0.000282657,0.683263,0.20143
CountMin,2,12,3,4,0.140479,0.0121735,0.897452,0.00108836,0.671799,0.208212
CountMin,2,14,3,0,0.215522,0.0181216,0.920625,0.00016144,0.787222,0.177495
CountMin,2,14,3,1,0.186224,0.0251567,0.916731,0.00265231,0.782712,0.177457
CountMin,2,14,3,2,0.223917,0.0269037,0.919059,0.000160141,0.787573,0.182749
CountMin,2,14,3,3,0.178841,0.0227741,0.919346,0.00100949,0.79043,0.173303
CountMin,2,14,3,4,0.187722,0.0120123,0.91677,0.000483715,0.775879,0.179668
CountMin,2,16,3,0,0.267627,0.0311983,0.933255,0.00149332,0.847237,0.145845
CountMin,2,16,3,1,0.265472,0.0235091,0.929616,0.00301398,0.838892,0.147732
CountMin,2,16,3,2,0.278285,0.0203779,0.931481,0.00188166,0.839819,0.151605
CountMin,2,16,3,3,0.242883,0.0168383,0.931341,0.00117101,0.844781,0.143273
CountMin,2,16,3,4,0.250403,0.0188649,0.929521,0.00112867,0.837431,0.149259
CountMin,2,18,3,0,0.290915,0.0290996,0.948594,0.00339024,0.901078,0.105177
CountMin,2,18,3,1,0.342348,0.0327118,0.946331,0.00425977,0.897364,0.107601
CountMin,2,18,3,2,0.349307,0.031828,0.948397,0.00308271,0.902274,0.108387
CountMin,2,18,3,3,0.286776,0.0318999,0.945123,0.00092873,0.897799,0.104619
CountMin,2,18,3,4,0.280555,0.0239842,0.945282,0.0067317,0.897654,0.1069
CountMin,2,20,3,0,0.298624,0.0334181,0.961144,8.072e-05,0.946967,0.0650288
CountMin,2,20,3,1,0.330252,0.035123,0.959739,0.0098055,0.945748,0.0660333
CountMin,2,20,3,2,0.361518,0.0562495,0.961978,0.00612539,0.946993,0.0656899
CountMin,2,20,3,3,0.257541,0.034686,0.958815,0.00423985,0.945528,0.0655764
CountMin,2,20,3,4,0.339729,0.0319655,0.960637,0.024871,0.945743,0.0662994
CountMin,2,10,4,0,0.123502,0.0102111,0.860616,0.00044396,0.489163,0.26133
CountMin,2,10,4,1,0.104485,0.0123774,0.861619,0,0.503978,0.24771
CountMin,2,10,4,2,0.122548,0.00940828,0.859041,0.000120106,0.491993,0.264012
CountMin,2,10,4,3,0.104058,0.0105794,0.863484,0.000444175,0.0403796,0.244455
CountMin,2,10,4,4,0.10549,0.0128588,0.858601,0.00133022,0.440624,0.258033
CountMin,2,12,4,0,0.168221,0.0092828,0.897364,0.00024216,0.669694,0.218019
CountMin,2,12,4,1,0.137598,0.0137036,0.894972,0.00164765,0.681723,0.213098
CountMin,2,12,4,2,0.160701,0.0157739,0.895928,0.00192169,0.674634,0.224598
CountMin,2,12,4,3,0.137775,0.0121139,0.898179,0.000605694,0.681728,0.209834
CountMin,2,12,4,4,0.140035,0.0174137,0.894518,0.000644953,0.659868,0.219067
CountMin,2,14,4,0,0.210155,0.0195746,0.917595,4.036e-05,0.771038,0.189819
CountMin,2,14,4,1,0.188876,0.018526,0.91361,0.00932326,0.768084,0.189192
CountMin,2,14,4,2,0.225799,0.0282248,0.915703,0.000160141,0.777524,0.194701
CountMin,2,14,4,3,0.186432,0.0146174,0.916843,0.00161518,0.775651,0.184961
CountMin,2,14,4,4,0.191591,0.0272493,0.913803,0.00225734,0.762214,0.191949
CountMin,2,16,4,0,0.271663,0.0271623,0.931218,0.0018162,0.837995,0.152165
CountMin,2,16,4,1,0.266718,0.0234287,0.92733,0.00888121,0.832623,0.154025
CountMin,2,16,4,2,0.298463,0.031868,0.929572,0.00168148,0.833894,0.1573
CountMin,2,16,4,3,0.253341,0.017444,0.929603,0,0.839532,0.148989
CountMin,2,16,4,4,0.258263,0.0262818,0.927717,0.00939213,0.831748,0.155483
CountMin,2,18,4,0,0.306332,0.0296646,0.947803,0.00367276,0.899504,0.105743
CountMin,2,18,4,1,0.350466,0.0306623,0.946551,8.03729e-05,0.897203,0.108067
CountMin,2,18,4,2,0.354432,0.0326287,0.947781,4.00352e-05,0.901473,0.109299
CountMin,2,18,4,3,0.285039,0.0306077,0.945533,0.000161518,0.898567,0.105091
CountMin,2,18,4,4,0.289262,0.0299097,0.945225,0.00415189,0.899307,0.107755
CountMin,2,20,4,0,0.296202,0.0333374,0.961655,0.00032288,0.948702,0.0635722
CountMin,2,20,4,1,0.329569,0.0341987,0.960136,0.00864009,0.947637,0.0644781
CountMin,2,20,4,2,0.358916,0.0499239,0.962353,0.00184162,0.948875,0.0639821
CountMin,2,20,4,3,0.258833,0.0341611,0.959388,0.000524934,0.947789,0.0634521
CountMin,2,20,4,4,0.343075,0.0375685,0.961154,0.0243873,0.947396,0.0644747
CountMin,2,10,5,0,0.123179,0.00964604,0.857099,0.00088792,0.469589,0.272497
CountMin,2,10,5,1,0.108865,0.0100064,0.85866,0,0.500442,0.257266
CountMin,2,10,5,2,0.120346,0.0125711,0.855478,0.00172151,0.483265,0.27479
CountMin,2,10,5,3,0.106037,0.0103775,0.860426,0,0.00637997,0.254964
CountMin,2,10,5,4,0.104563,0.00648984,0.855346,0,0.463278,0.269243
CountMin,2,12,5,0,0.165516,0.0207047,0.894588,0.00496428,0.652864,0.231415
CountMin,2,12,5,1,0.134625,0.0124176,0.891508,0.000281305,0.664322,0.225927
CountMin,2,12,5,2,0.155377,0.0188166,0.891915,8.00705e-05,0.661422,0.238487
CountMin,2,12,5,3,0.136402,0.0147789,0.89513,0.00444175,0.666384,0.222064
CountMin,2,12,5,4,0.138181,0.0136246,0.890866,0.00096743,0.640842,0.232874
CountMin,2,14,5,0,0.217137,0.0231666,0.915277,0.00088792,0.761069,0.198418
CountMin,2,14,5,1,0.195467,0.0214998,0.911007,0.000361678,0.758761,0.197725
CountMin,2,14,5,2,0.21543,0.021619,0.912778,0.000480423,0.763832,0.203121
CountMin,2,14,5,3,0.183162,0.0170806,0.913985,0.00637997,0.763214,0.193369
CountMin,2,14,5,4,0.197114,0.0102789,0.911264,0.000725572,0.75133,0.20052
CountMin,2,16,5,0,0.277152,0.0276466,0.929878,0.0004036,0.833111,0.156698
CountMin,2,16,5,1,0.272585,0.036851,0.926316,0.000241119,0.826997,0.158272
CountMin,2,16,5,2,0.288694,0.0206582,0.927926,0.000120106,0.83001,0.16131
CountMin,2,16,5,3,0.258954,0.017444,0.928282,0.000323037,0.835534,0.152958
CountMin,2,16,5,4,0.261891,0.0200339,0.92623,0.000806192,0.825822,0.15998
CountMin,2,18,5,0,0.311579,0.027808,0.947546,0.0034306,0.900593,0.105667
CountMin,2,18,5,1,0.34271,0.0228259,0.946248,0.00285324,0.896761,0.107879
CountMin,2,18,5,2,0.355433,0.0301465,0.947527,0.00084074,0.902074,0.109127
CountMin,2,18,5,3,0.28399,0.0329901,0.94538,0.000363416,0.898203,0.104815
CountMin,2,18,5,4,0.290148,0.0295872,0.945268,0.00120929,0.899508,0.107647
CountMin,2,20,5,0,0.300682,0.0330145,0.961869,0.00096864,0.950115,0.0624354
CountMin,2,20,5,1,0.334954,0.0377753,0.960803,0.0044607,0.949084,0.062789
CountMin,2,20,5,2,0.365562,0.0480022,0.963075,0.000120106,0.949796,0.0622966
CountMin,2,20,5,3,0.259398,0.0316576,0.959907,0.00290733,0.949324,0.0616946
CountMin,2,20,5,4,0.34247,0.0345856,0.961624,0.0121735,0.949331,0.0628772
CountMin,3,10,2,0,0.130403,0.011099,0.824463,0.00153368,0.314041,0.304571
CountMin,3,10,2,1,0.108423,0.0102074,0.823555,0.00128597,0.0138241,0.297276
CountMin,3,10,2,2,0.119785,0.00944831,0.821883,0.000960846,0.366883,0.307759
CountMin,3,10,2,3,0.104058,0.00973148,0.826577,0.000363416,0.0092873,0.292591
CountMin,3,10,2,4,0.110166,0.00761851,0.82239,0.000483715,0.000806192,0.30323
CountMin,3,12,2,0,0.143359,0.0113412,0.876976,0.00024216,0.56835,0.252661
CountMin,3,12,2,1,0.116822,0.0112924,0.873437,0.000442051,0.578645,0.249389
CountMin,3,12,2,2,0.138802,0.0135319,0.875337,0.00184162,0.582793,0.257857
CountMin,3,12,2,3,0.124773,0.0125984,0.876003,0.00492631,0.561155,0.246256
CountMin,3,12,2,4,0.125645,0.0170106,0.873679,0.000604644,0.5547,0.254408
CountMin,3,14,2,0,0.199096,0.0148928,0.899758,0.00076684,0.692053,0.231635
CountMin,3,14,2,1,0.158254,0.0106092,0.894858,0.00164765,0.686425,0.230733
CountMin,3,14,2,2,0.189967,0.025022,0.898083,0.00808712,0.693851,0.236724
CountMin,3,14,2,3,0.169271,0.0208762,0.898334,0.00460327,0.687826,0.229504
CountMin,3,14,2,4,0.181151,0.0229361,0.895616,0.000604644,0.670227,0.235022
CountMin,3,16,2,0,0.243452,0.0239738,0.910179,0,0.755418,0.20619
CountMin,3,16,2,1,0.22207,0.0249156,0.904059,0.00502331,0.741521,0.209159
CountMin,3,16,2,2,0.245456,0.0292257,0.907591,0.00872768,0.757587,0.21108
CountMin,3,16,2,3,0.231415,0.0179285,0.909055,0.00181708,0.750495,0.204588
CountMin,3,16,2,4,0.232425,0.0317236,0.905491,0.00133022,0.74347,0.209499
CountMin,3,18,2,0,0.297292,0.022642,0.921367,0.00500464,0.818945,0.170941
CountMin,3,18,2,1,0.326555,0.0218213,0.916967,0.00281305,0.81028,0.176059
CountMin,3,18,2,2,0.325887,0.0427977,0.918205,0.000400352,0.822444,0.175712
CountMin,3,18,2,3,0.296548,0.0197052,0.91867,0.00537048,0.817969,0.171034
CountMin,3,18,2,4,0.299057,0.0278136,0.916598,0.000120929,0.815261,0.175734
CountMin,3,20,2,0,0.289543,0.0291803,0.938128,0.00064576,0.888324,0.120225
CountMin,3,20,2,1,0.337044,0.0229063,0.934417,0.00602797,0.881932,0.123786
CountMin,3,20,2,2,0.357755,0.0379534,0.936672,0.00980863,0.887021,0.12251
CountMin,3,20,2,3,0.304422,0.037553,0.935398,0.00912578,0.88403,0.12239
CountMin,3,20,2,4,0.285432,0.0332957,0.934188,0.0163254,0.882901,0.123821
CountMin,3,10,3,0,0.135327,0.00758768,0.815833,0.00068612,0.330508,0.333
CountMin,3,10,3,1,0.100989,0.0102877,0.815241,0,0.352395,0.321857
CountMin,3,10,3,2,0.117784,0.0106494,0.813976,0.000560493,0.362359,0.335804
CountMin,3,10,3,3,0.101878,0.0132849,0.820355,0.000444175,0.0134868,0.317402
CountMin,3,10,3,4,0.114116,0.0104805,0.814159,0.0012496,0.319695,0.330765
CountMin,3,12,3,0,0.155547,0.0127134,0.863828,0.00153368,0.511523,0.295724
CountMin,3,12,3,1,0.123614,0.0162353,0.860482,0.000723356,0.530702,0.288914
CountMin,3,12,3,2,0.148451,0.0131716,0.861368,0.00124109,0.532509,0.300943
CountMin,3,12,3,3,0.125257,0.0171613,0.86447,0.000323037,0.521785,0.286713
CountMin,3,12,3,4,0.136649,0.0137456,0.861053,0.00128991,0.496412,0.296723
CountMin,3,14,3,0,0.199056,0.0217944,0.885627,0.00036324,0.635953,0.274675
CountMin,3,14,3,1,0.163358,0.0137036,0.88063,4.01865e-05,0.629159,0.272409
CountMin,3,14,3,2,0.192609,0.0270638,0.882815,0.000400352,0.635759,0.278192
CountMin,3,14,3,3,0.171331,0.0148193,0.885786,0.0033515,0.637634,0.269864
CountMin,3,14,3,4,0.179176,0.00890842,0.88136,0.00141084,0.620969,0.278866
CountMin,3,16,3,0,0.268717,0.0178391,0.897955,0.00104936,0.719094,0.234819
CountMin,3,16,3,1,0.22416,0.0186867,0.892508,4.01865e-05,0.709171,0.237539
CountMin,3,16,3,2,0.252822,0.0375931,0.895484,0.0300665,0.722756,0.240359
CountMin,3,16,3,3,0.239814,0.0191399,0.896643,0.000121139,0.719685,0.231994
CountMin,3,16,3,4,0.25391,0.0222106,0.893473,0.00451467,0.712875,0.2384
CountMin,3,18,3,0,0.311337,0.022642,0.91259,0.0006054,0.796626,0.186895
CountMin,3,18,3,1,0.331458,0.0223035,0.90849,0.00494294,0.792316,0.190942
CountMin,3,18,3,2,0.357915,0.0208584,0.91089,0.000560493,0.803427,0.191363
CountMin,3,18,3,3,0.307208,0.0175247,0.91144,0.000282657,0.798627,0.18646
CountMin,3,18,3,4,0.306353,0.0364399,0.908204,0.0219687,0.796799,0.191167
CountMin,3,20,3,0,0.288857,0.0252654,0.935374,0.00056504,0.885741,0.123398
CountMin,3,20,3,1,0.337124,0.0260408,0.931807,0.00699244,0.87924,0.126907
CountMin,3,20,3,2,0.369966,0.0371527,0.934186,0.00408359,0.883457,0.125717
CountMin,3,20,3,3,0.312174,0.0373915,0.932103,0.0092873,0.880638,0.12485
CountMin,3,20,3,4,0.297968,0.0341422,0.931589,0.0130603,0.87891,0.127334
CountMin,3,10,4,0,0.130847,0.00980748,0.810073,4.036e-05,0.3341,0.345636
CountMin,3,10,4,1,0.100627,0.011413,0.81046,0.000884102,0.353842,0.333049
CountMin,3,10,4,2,0.119585,0.0117704,0.807644,0.000200176,0.349668,0.349253
CountMin,3,10,4,3,0.101676,0.00799515,0.815561,0.000242277,0.315687,0.32963
CountMin,3,10,4,4,0.108755,0.0128588,0.808398,0.000282167,0.320219,0.344163
CountMin,3,12,4,0,0.158938,0.0108972,0.85486,0.00032288,0.488639,0.318623
CountMin,3,12,4,1,0.128356,0.0110915,0.852025,0.00120559,0.50852,0.311171
CountMin,3,12,4,2,0.152374,0.0119705,0.851579,0.000880775,0.498118,0.324487
CountMin,3,12,4,3,0.127075,0.0139713,0.856866,0.00230164,0.485807,0.309601
CountMin,3,12,4,4,0.14318,0.0185827,0.852153,0.00137053,0.467631,0.319559
CountMin,3,14,4,0,0.204827,0.0190096,0.875707,0.00088792,0.591274,0.298016
CountMin,3,14,4,1,0.169386,0.0214998,0.870328,0.00245137,0.593273,0.296415
CountMin,3,14,4,2,0.191729,0.0121307,0.87206,0.000200176,0.597566,0.302459
CountMin,3,14,4,3,0.181506,0.016919,0.875656,0,0.596891,0.292035
CountMin,3,14,4,4,0.183892,0.0130603,0.871281,0.000725572,0.570421,0.30126
CountMin,3,16,4,0,0.279937,0.0271219,0.890207,0.00472212,0.700408,0.252534
CountMin,3,16,4,1,0.249317,0.0265633,0.884372,0.000803729,0.690082,0.254813
CountMin,3,16,4,2,0.291376,0.0314277,0.887126,0.00152134,0.700096,0.256934
CountMin,3,16,4,3,0.238078,0.0306885,0.889131,0.000242277,0.697436,0.250468
CountMin,3,16,4,4,0.231216,0.0182199,0.885252,0.00217672,0.689133,0.257013
CountMin,3,18,4,0,0.311337,0.0230859,0.908412,0.00117044,0.7892,0.194615
CountMin,3,18,4,1,0.326515,0.0231474,0.904098,0.000642983,0.7844,0.197778
CountMin,3,18,4,2,0.356314,0.0369125,0.906547,0.00668588,0.794219,0.198487
CountMin,3,18,4,3,0.306279,0.0182516,0.907125,0.000565314,0.789945,0.194133
CountMin,3,18,4,4,0.312319,0.0250726,0.903618,0.00536117,0.78902,0.19879
CountMin,3,20,4,0,0.297615,0.0259515,0.933786,0.00294628,0.884934,0.124408
CountMin,3,20,4,1,0.348015,0.0184858,0.930964,0.000321492,0.878195,0.127726
CountMin,3,20,4,2,0.369445,0.0401954,0.933781,0.0146529,0.882497,0.126098
CountMin,3,20,4,3,0.3085,0.0371492,0.93123,0.00476479,0.879669,0.125792
CountMin,3,20,4,4,0.299218,0.0209207,0.930907,0.000362786,0.877741,0.127516
CountMin,3,10,5,0,0.132098,0.00972676,0.798929,0.00024216,0.299835,0.367636
CountMin,3,10,5,1,0.100426,0.00586722,0.799706,8.03729e-05,0.321452,0.354515
CountMin,3,10,5,2,0.123909,0.0104892,0.795563,0.00268236,0.316438,0.37187
CountMin,3,10,5,3,0.103089,0.0109025,0.806042,0.000524934,0.292308,0.349671
CountMin,3,10,5,4,0.10936,0.00971461,0.797838,0.000483715,0.293575,0.365658
CountMin,3,12,5,0,0.176293,0.0125923,0.847248,0.00072648,0.460104,0.337937
CountMin,3,12,5,1,0.12719,0.0164765,0.844049,0.000642983,0.468855,0.331383
CountMin,3,12,5,2,0.155257,0.021579,0.843072,0.000280247,0.467291,0.344717
CountMin,3,12,5,3,0.132687,0.0171613,0.849033,4.03796e-05,0.454351,0.32899
CountMin,3,12,5,4,0.145155,0.0146727,0.843839,0.000120929,0.436593,0.339406
CountMin,3,14,5,0,0.212334,0.0189288,0.868009,0.00096864,0.562538,0.313727
CountMin,3,14,5,1,0.169064,0.0166774,0.862743,0.000763543,0.564419,0.312729
CountMin,3,14,5,2,0.203499,0.0212187,0.864225,0.000560493,0.56854,0.319646
CountMin,3,14,5,3,0.174359,0.0160711,0.867274,0.00104987,0.571007,0.308498
CountMin,3,14,5,4,0.188891,0.0143099,0.863678,0.00189455,0.551113,0.317131
CountMin,3,16,5,0,0.28591,0.0260726,0.884692,0.00044396,0.68495,0.263967
CountMin,3,16,5,1,0.254702,0.0266034,0.87882,0.00429995,0.678267,0.265174
CountMin,3,16,5,2,0.277044,0.0413164,0.881687,0.00712627,0.685563,0.267263
CountMin,3,16,5,3,0.243771,0.025641,0.88369,0.00258429,0.682213,0.262553
CountMin,3,16,5,4,0.270074,0.036198,0.879653,0.0147533,0.670913,0.268622
CountMin,3,18,5,0,0.312023,0.0226016,0.905839,0.00064576,0.781693,0.198704
CountMin,3,18,5,1,0.305337,0.0407089,0.900847,4.01865e-05,0.778412,0.203189
CountMin,3,18,5,2,0.369485,0.0322684,0.904151,0.00956842,0.787653,0.203042
CountMin,3,18,5,3,0.309509,0.0158692,0.904393,4.03796e-05,0.785584,0.198704
CountMin,3,18,5,4,0.319937,0.0420026,0.900804,0.00092712,0.783094,0.203186
CountMin,3,20,5,0,0.298139,0.03027,0.933449,0.00799128,0.885983,0.124411
CountMin,3,20,5,1,0.358222,0.0337164,0.930375,0.000442051,0.878717,0.128255
CountMin,3,20,5,2,0.373529,0.0372328,0.932989,0.00888782,0.883017,0.126465
CountMin,3,20,5,3,0.314153,0.0386836,0.931173,0.00516858,0.881203,0.125795
CountMin,3,20,5,4,0.33469,0.0378507,0.930681,0.0191874,0.877822,0.127124
